First_pokemon,Second_pokemon,Winner,#,Num_of_Wins,Total_battles,Win_rate
94,182,94,6500,,,
161,640,161,6501,,,
447,104,104,6502,,,
644,520,520,6503,,,
161,486,161,6504,,,
544,580,544,6505,,,
232,292,232,6506,,,
795,513,513,6507,,,
682,226,682,6508,,,
313,596,313,6509,,,
48,683,48,6510,,,
530,267,267,6511,,,
724,423,724,6512,,,
43,299,299,6513,,,
215,633,633,6514,,,
744,216,216,6515,,,
198,228,228,6516,,,
191,48,48,6517,,,
582,274,274,6518,,,
605,539,539,6519,,,
625,481,481,6520,,,
512,462,462,6521,,,
603,613,603,6522,,,
495,361,495,6523,,,
351,648,648,6524,,,
241,177,177,6525,,,
132,701,701,6526,,,
625,376,376,6527,,,
17,311,311,6528,,,
324,227,227,6529,,,
514,579,514,6530,,,
305,191,305,6531,,,
492,523,523,6532,,,
702,432,432,6533,,,
126,691,691,6534,,,
646,395,646,6535,,,
459,179,179,6536,,,
225,678,225,6537,,,
255,372,255,6538,,,
294,292,294,6539,,,
769,10,769,6540,,,
566,208,566,6541,,,
147,216,147,6542,,,
733,469,469,6543,,,
582,348,582,6544,,,
4,338,4,6545,,,
493,792,792,6546,,,
524,230,524,6547,,,
354,755,755,6548,,,
462,741,462,6549,,,
101,129,101,6550,,,
432,182,432,6551,,,
356,584,356,6552,,,
282,448,448,6553,,,
571,264,264,6554,,,
340,58,340,6555,,,
537,664,537,6556,,,
407,433,407,6557,,,
771,124,124,6558,,,
247,225,225,6559,,,
74,345,345,6560,,,
339,397,339,6561,,,
300,39,300,6562,,,
755,400,755,6563,,,
532,402,402,6564,,,
462,675,462,6565,,,
650,272,272,6566,,,
762,31,31,6567,,,
123,516,123,6568,,,
337,575,337,6569,,,
262,312,262,6570,,,
732,321,732,6571,,,
481,367,481,6572,,,
1,381,381,6573,,,
674,99,674,6574,,,
364,108,108,6575,,,
340,717,340,6576,,,
745,302,745,6577,,,
766,34,34,6578,,,
493,531,531,6579,,,
520,786,786,6580,,,
358,589,358,6581,,,
612,7,7,6582,,,
781,334,781,6583,,,
430,71,430,6584,,,
667,95,95,6585,,,
369,727,727,6586,,,
723,647,647,6587,,,
61,595,61,6588,,,
496,726,496,6589,,,
710,554,554,6590,,,
57,663,57,6591,,,
353,301,301,6592,,,
550,415,550,6593,,,
187,465,465,6594,,,
156,645,645,6595,,,
285,297,285,6596,,,
281,758,758,6597,,,
213,83,213,6598,,,
19,16,19,6599,,,
437,520,437,6600,,,
793,683,793,6601,,,
83,231,83,6602,,,
366,227,227,6603,,,
366,462,366,6604,,,
62,182,62,6605,,,
642,200,642,6606,,,
746,460,746,6607,,,
248,666,248,6608,,,
191,761,191,6609,,,
393,615,393,6610,,,
526,585,585,6611,,,
506,380,380,6612,,,
360,761,360,6613,,,
189,195,195,6614,,,
211,399,211,6615,,,
569,65,65,6616,,,
731,166,166,6617,,,
765,72,72,6618,,,
470,287,287,6619,,,
691,222,691,6620,,,
486,650,650,6621,,,
595,107,107,6622,,,
613,128,613,6623,,,
136,798,798,6624,,,
115,148,115,6625,,,
787,72,787,6626,,,
132,501,501,6627,,,
487,267,267,6628,,,
146,404,146,6629,,,
425,514,425,6630,,,
121,527,527,6631,,,
164,111,164,6632,,,
35,394,394,6633,,,
176,674,674,6634,,,
654,617,617,6635,,,
416,579,416,6636,,,
696,560,560,6637,,,
340,607,340,6638,,,
181,316,316,6639,,,
670,486,670,6640,,,
362,794,362,6641,,,
221,706,706,6642,,,
586,412,412,6643,,,
393,439,393,6644,,,
518,643,643,6645,,,
703,99,703,6646,,,
314,8,8,6647,,,
13,504,13,6648,,,
367,759,367,6649,,,
767,281,767,6650,,,
727,11,727,6651,,,
96,648,648,6652,,,
345,228,228,6653,,,
222,680,222,6654,,,
106,2,106,6655,,,
706,190,706,6656,,,
317,606,606,6657,,,
696,262,696,6658,,,
405,279,279,6659,,,
390,98,98,6660,,,
567,299,299,6661,,,
291,423,423,6662,,,
634,611,611,6663,,,
289,632,632,6664,,,
20,114,20,6665,,,
11,475,475,6666,,,
468,638,638,6667,,,
355,159,159,6668,,,
564,472,472,6669,,,
333,391,391,6670,,,
480,576,576,6671,,,
606,592,606,6672,,,
197,667,197,6673,,,
609,38,38,6674,,,
265,398,398,6675,,,
542,240,542,6676,,,
287,386,386,6677,,,
125,531,531,6678,,,
158,165,165,6679,,,
355,222,222,6680,,,
52,300,300,6681,,,
275,518,275,6682,,,
491,19,19,6683,,,
799,135,135,6684,,,
407,255,255,6685,,,
468,426,426,6686,,,
596,685,685,6687,,,
230,142,142,6688,,,
790,214,214,6689,,,
619,347,347,6690,,,
560,434,560,6691,,,
425,204,425,6692,,,
302,520,302,6693,,,
646,232,232,6694,,,
42,238,42,6695,,,
126,757,126,6696,,,
80,379,80,6697,,,
764,97,764,6698,,,
675,374,675,6699,,,
598,424,424,6700,,,
75,621,75,6701,,,
524,513,513,6702,,,
40,586,40,6703,,,
555,38,555,6704,,,
389,225,225,6705,,,
490,257,490,6706,,,
108,469,469,6707,,,
11,601,11,6708,,,
469,728,469,6709,,,
164,520,164,6710,,,
27,456,27,6711,,,
51,337,337,6712,,,
682,578,682,6713,,,
387,471,387,6714,,,
205,440,205,6715,,,
704,329,704,6716,,,
180,496,496,6717,,,
434,755,755,6718,,,
190,294,294,6719,,,
113,284,284,6720,,,
646,576,576,6721,,,
606,641,606,6722,,,
151,727,727,6723,,,
118,617,617,6724,,,
681,39,39,6725,,,
633,668,633,6726,,,
397,531,531,6727,,,
665,56,56,6728,,,
630,257,257,6729,,,
70,430,430,6730,,,
713,612,713,6731,,,
750,249,249,6732,,,
595,726,595,6733,,,
225,496,225,6734,,,
230,201,230,6735,,,
226,316,316,6736,,,
133,347,133,6737,,,
528,579,528,6738,,,
683,88,683,6739,,,
114,376,376,6740,,,
672,468,672,6741,,,
344,635,635,6742,,,
218,561,561,6743,,,
672,475,475,6744,,,
690,677,677,6745,,,
212,511,212,6746,,,
38,98,38,6747,,,
687,487,687,6748,,,
722,242,242,6749,,,
706,496,706,6750,,,
252,340,252,6751,,,
5,338,338,6752,,,
328,446,446,6753,,,
754,703,703,6754,,,
153,437,437,6755,,,
253,690,690,6756,,,
148,248,248,6757,,,
149,688,688,6758,,,
224,542,542,6759,,,
707,526,526,6760,,,
40,469,469,6761,,,
574,509,574,6762,,,
362,282,362,6763,,,
668,462,462,6764,,,
611,467,467,6765,,,
584,660,660,6766,,,
465,380,465,6767,,,
650,53,650,6768,,,
390,737,737,6769,,,
487,597,597,6770,,,
310,317,317,6771,,,
249,156,156,6772,,,
362,373,362,6773,,,
454,132,132,6774,,,
738,18,738,6775,,,
155,637,155,6776,,,
465,16,465,6777,,,
746,252,746,6778,,,
520,338,520,6779,,,
178,642,642,6780,,,
574,87,574,6781,,,
751,174,174,6782,,,
444,596,444,6783,,,
759,463,463,6784,,,
378,680,680,6785,,,
370,137,137,6786,,,
712,241,712,6787,,,
116,737,737,6788,,,
465,703,703,6789,,,
465,260,465,6790,,,
440,480,480,6791,,,
69,191,191,6792,,,
120,754,754,6793,,,
651,658,658,6794,,,
218,525,525,6795,,,
477,459,477,6796,,,
532,701,532,6797,,,
208,441,441,6798,,,
320,799,799,6799,,,
152,87,152,6800,,,
497,156,497,6801,,,
762,576,576,6802,,,
484,141,484,6803,,,
50,469,469,6804,,,
394,690,394,6805,,,
181,120,120,6806,,,
740,452,740,6807,,,
238,736,736,6808,,,
630,406,406,6809,,,
226,648,648,6810,,,
605,568,568,6811,,,
256,586,256,6812,,,
210,290,290,6813,,,
399,209,209,6814,,,
13,48,48,6815,,,
108,155,155,6816,,,
435,550,550,6817,,,
735,478,478,6818,,,
403,464,403,6819,,,
83,660,83,6820,,,
197,640,197,6821,,,
457,27,27,6822,,,
532,731,532,6823,,,
673,390,673,6824,,,
550,490,550,6825,,,
8,257,8,6826,,,
715,577,715,6827,,,
14,541,541,6828,,,
561,755,755,6829,,,
64,702,702,6830,,,
495,235,495,6831,,,
670,785,785,6832,,,
79,720,79,6833,,,
192,740,740,6834,,,
215,751,751,6835,,,
704,289,704,6836,,,
233,702,702,6837,,,
459,106,106,6838,,,
86,517,517,6839,,,
466,567,466,6840,,,
13,789,13,6841,,,
747,372,747,6842,,,
472,760,472,6843,,,
313,159,159,6844,,,
234,649,234,6845,,,
435,191,191,6846,,,
37,638,37,6847,,,
720,28,28,6848,,,
575,477,477,6849,,,
482,702,702,6850,,,
130,154,154,6851,,,
118,581,581,6852,,,
21,701,701,6853,,,
535,766,766,6854,,,
47,95,95,6855,,,
730,122,730,6856,,,
301,670,670,6857,,,
39,57,57,6858,,,
39,116,116,6859,,,
720,560,560,6860,,,
177,591,177,6861,,,
638,298,638,6862,,,
584,567,567,6863,,,
743,596,596,6864,,,
499,545,545,6865,,,
426,115,426,6866,,,
586,416,586,6867,,,
708,441,708,6868,,,
241,463,241,6869,,,
489,659,659,6870,,,
515,378,515,6871,,,
567,535,535,6872,,,
687,251,687,6873,,,
473,696,473,6874,,,
496,748,496,6875,,,
190,439,439,6876,,,
763,185,185,6877,,,
488,60,488,6878,,,
358,204,204,6879,,,
133,138,138,6880,,,
171,330,171,6881,,,
503,699,699,6882,,,
129,675,129,6883,,,
204,334,334,6884,,,
521,156,521,6885,,,
493,96,493,6886,,,
792,290,792,6887,,,
445,5,5,6888,,,
533,122,533,6889,,,
264,485,264,6890,,,
362,774,774,6891,,,
97,719,97,6892,,,
643,757,643,6893,,,
193,316,316,6894,,,
748,684,684,6895,,,
316,120,120,6896,,,
607,585,585,6897,,,
325,203,203,6898,,,
640,30,30,6899,,,
259,117,259,6900,,,
122,256,122,6901,,,
251,25,25,6902,,,
765,730,765,6903,,,
140,117,117,6904,,,
387,450,387,6905,,,
432,548,432,6906,,,
706,269,706,6907,,,
758,294,758,6908,,,
54,467,467,6909,,,
687,499,499,6910,,,
496,543,543,6911,,,
455,467,467,6912,,,
168,510,168,6913,,,
578,638,638,6914,,,
247,86,247,6915,,,
139,588,588,6916,,,
240,711,711,6917,,,
70,278,278,6918,,,
615,620,615,6919,,,
646,251,646,6920,,,
625,788,788,6921,,,
423,96,423,6922,,,
274,83,274,6923,,,
306,760,306,6924,,,
409,422,409,6925,,,
379,24,24,6926,,,
727,634,727,6927,,,
394,469,394,6928,,,
487,474,474,6929,,,
574,493,574,6930,,,
230,370,230,6931,,,
652,504,504,6932,,,
584,464,464,6933,,,
758,396,758,6934,,,
54,200,200,6935,,,
565,257,565,6936,,,
228,406,406,6937,,,
505,503,503,6938,,,
134,38,134,6939,,,
643,17,643,6940,,,
411,767,767,6941,,,
35,427,427,6942,,,
217,559,559,6943,,,
634,381,381,6944,,,
467,42,467,6945,,,
338,29,338,6946,,,
776,260,260,6947,,,
552,103,103,6948,,,
693,7,7,6949,,,
650,459,650,6950,,,
708,26,26,6951,,,
293,181,181,6952,,,
626,642,626,6953,,,
452,214,214,6954,,,
143,240,143,6955,,,
270,672,270,6956,,,
770,410,410,6957,,,
576,418,418,6958,,,
50,676,676,6959,,,
4,58,58,6960,,,
96,514,514,6961,,,
235,30,30,6962,,,
160,489,160,6963,,,
50,779,50,6964,,,
118,679,679,6965,,,
314,206,314,6966,,,
345,401,401,6967,,,
339,725,339,6968,,,
82,358,358,6969,,,
387,175,175,6970,,,
26,748,748,6971,,,
439,300,300,6972,,,
414,395,414,6973,,,
37,583,583,6974,,,
779,167,167,6975,,,
588,50,588,6976,,,
526,710,710,6977,,,
24,461,24,6978,,,
139,74,139,6979,,,
523,572,572,6980,,,
213,244,244,6981,,,
695,105,695,6982,,,
628,93,93,6983,,,
719,285,719,6984,,,
528,175,528,6985,,,
4,797,797,6986,,,
63,220,63,6987,,,
330,800,800,6988,,,
391,58,58,6989,,,
384,307,307,6990,,,
725,732,732,6991,,,
255,582,582,6992,,,
68,345,68,6993,,,
526,472,472,6994,,,
617,569,569,6995,,,
498,98,498,6996,,,
284,103,284,6997,,,
561,176,561,6998,,,
246,260,260,6999,,,
534,304,534,7000,,,
614,662,614,7001,,,
203,353,203,7002,,,
362,226,362,7003,,,
353,303,303,7004,,,
196,75,75,7005,,,
143,728,143,7006,,,
712,571,712,7007,,,
112,403,112,7008,,,
374,257,257,7009,,,
73,535,535,7010,,,
530,475,475,7011,,,
187,502,502,7012,,,
578,717,717,7013,,,
463,515,463,7014,,,
770,86,770,7015,,,
131,15,131,7016,,,
651,721,721,7017,,,
527,365,527,7018,,,
733,559,559,7019,,,
47,520,520,7020,,,
411,796,796,7021,,,
382,83,83,7022,,,
18,228,228,7023,,,
614,265,614,7024,,,
777,7,7,7025,,,
68,54,68,7026,,,
159,481,481,7027,,,
387,374,387,7028,,,
684,40,40,7029,,,
617,654,617,7030,,,
301,508,301,7031,,,
365,356,356,7032,,,
388,698,388,7033,,,
461,62,62,7034,,,
472,220,472,7035,,,
797,411,797,7036,,,
40,674,674,7037,,,
550,607,550,7038,,,
414,593,414,7039,,,
394,623,394,7040,,,
219,772,772,7041,,,
41,83,83,7042,,,
412,14,412,7043,,,
634,776,634,7044,,,
338,18,338,7045,,,
544,759,544,7046,,,
656,25,25,7047,,,
729,325,729,7048,,,
735,747,747,7049,,,
333,583,583,7050,,,
9,323,9,7051,,,
103,490,490,7052,,,
95,467,467,7053,,,
432,382,432,7054,,,
494,282,494,7055,,,
338,636,338,7056,,,
297,717,717,7057,,,
9,672,9,7058,,,
766,739,766,7059,,,
83,74,74,7060,,,
326,617,326,7061,,,
571,431,431,7062,,,
780,696,696,7063,,,
146,558,146,7064,,,
473,460,473,7065,,,
733,490,490,7066,,,
563,512,512,7067,,,
776,247,247,7068,,,
173,754,173,7069,,,
452,471,452,7070,,,
182,334,334,7071,,,
350,710,350,7072,,,
29,211,29,7073,,,
431,6,431,7074,,,
627,49,627,7075,,,
531,155,155,7076,,,
217,69,217,7077,,,
94,23,23,7078,,,
783,787,787,7079,,,
548,399,548,7080,,,
619,540,540,7081,,,
333,204,333,7082,,,
434,682,682,7083,,,
572,174,572,7084,,,
580,204,204,7085,,,
367,794,794,7086,,,
49,584,49,7087,,,
34,701,701,7088,,,
675,500,675,7089,,,
136,361,136,7090,,,
40,588,588,7091,,,
227,791,791,7092,,,
330,306,306,7093,,,
77,643,643,7094,,,
593,635,635,7095,,,
508,790,508,7096,,,
466,591,466,7097,,,
133,373,133,7098,,,
278,384,384,7099,,,
719,511,511,7100,,,
541,600,541,7101,,,
790,471,471,7102,,,
627,757,757,7103,,,
461,106,106,7104,,,
98,345,345,7105,,,
209,585,585,7106,,,
646,760,646,7107,,,
489,666,666,7108,,,
401,173,401,7109,,,
232,176,232,7110,,,
365,127,127,7111,,,
337,374,337,7112,,,
474,517,474,7113,,,
176,121,121,7114,,,
299,583,583,7115,,,
598,431,431,7116,,,
286,321,286,7117,,,
285,199,199,7118,,,
391,364,364,7119,,,
722,222,722,7120,,,
719,732,732,7121,,,
502,555,502,7122,,,
771,309,309,7123,,,
397,291,397,7124,,,
189,298,298,7125,,,
29,642,642,7126,,,
595,596,596,7127,,,
566,14,566,7128,,,
22,14,22,7129,,,
507,551,551,7130,,,
538,225,225,7131,,,
70,319,319,7132,,,
32,707,32,7133,,,
666,345,345,7134,,,
505,642,505,7135,,,
447,168,168,7136,,,
79,83,83,7137,,,
3,248,248,7138,,,
395,22,22,7139,,,
594,261,261,7140,,,
76,612,612,7141,,,
385,283,283,7142,,,
584,588,588,7143,,,
463,251,463,7144,,,
366,248,248,7145,,,
516,692,516,7146,,,
353,282,282,7147,,,
252,308,308,7148,,,
67,224,67,7149,,,
159,729,159,7150,,,
755,528,528,7151,,,
640,346,346,7152,,,
39,213,213,7153,,,
369,523,523,7154,,,
373,8,8,7155,,,
391,696,696,7156,,,
797,272,797,7157,,,
713,93,93,7158,,,
628,775,628,7159,,,
138,772,772,7160,,,
238,332,332,7161,,,
180,271,271,7162,,,
453,445,453,7163,,,
660,64,64,7164,,,
2,573,573,7165,,,
589,540,540,7166,,,
155,716,155,7167,,,
196,70,70,7168,,,
800,593,800,7169,,,
751,130,130,7170,,,
428,218,428,7171,,,
513,783,513,7172,,,
518,467,467,7173,,,
466,244,466,7174,,,
62,472,472,7175,,,
392,630,630,7176,,,
722,762,722,7177,,,
721,332,721,7178,,,
739,483,483,7179,,,
203,766,766,7180,,,
554,287,554,7181,,,
385,694,694,7182,,,
793,116,793,7183,,,
222,438,438,7184,,,
220,666,666,7185,,,
452,225,225,7186,,,
451,51,451,7187,,,
276,260,276,7188,,,
404,760,760,7189,,,
314,517,314,7190,,,
455,536,536,7191,,,
692,492,692,7192,,,
119,613,613,7193,,,
165,440,165,7194,,,
107,597,597,7195,,,
710,506,710,7196,,,
252,213,213,7197,,,
124,17,124,7198,,,
251,255,251,7199,,,
579,94,94,7200,,,
472,540,540,7201,,,
422,181,422,7202,,,
739,202,202,7203,,,
275,737,275,7204,,,
651,796,796,7205,,,
49,137,137,7206,,,
541,755,541,7207,,,
405,407,405,7208,,,
312,755,755,7209,,,
370,268,268,7210,,,
487,292,292,7211,,,
171,592,171,7212,,,
190,466,466,7213,,,
155,328,155,7214,,,
792,708,792,7215,,,
235,9,9,7216,,,
545,481,481,7217,,,
579,683,683,7218,,,
202,118,202,7219,,,
664,401,401,7220,,,
709,761,709,7221,,,
543,510,543,7222,,,
97,654,654,7223,,,
191,481,481,7224,,,
230,773,773,7225,,,
468,391,391,7226,,,
373,67,67,7227,,,
306,163,163,7228,,,
662,691,691,7229,,,
261,6,261,7230,,,
709,383,709,7231,,,
21,95,95,7232,,,
98,262,262,7233,,,
254,281,254,7234,,,
595,173,595,7235,,,
441,692,692,7236,,,
246,757,246,7237,,,
32,663,32,7238,,,
82,612,612,7239,,,
89,442,442,7240,,,
72,26,72,7241,,,
522,593,522,7242,,,
532,137,137,7243,,,
162,758,162,7244,,,
509,454,454,7245,,,
418,711,418,7246,,,
663,586,663,7247,,,
487,117,117,7248,,,
604,434,604,7249,,,
54,196,196,7250,,,
141,415,141,7251,,,
338,527,527,7252,,,
232,244,232,7253,,,
375,266,375,7254,,,
326,636,326,7255,,,
174,378,174,7256,,,
744,576,576,7257,,,
544,664,544,7258,,,
328,201,201,7259,,,
375,759,375,7260,,,
231,604,604,7261,,,
611,656,611,7262,,,
552,218,552,7263,,,
383,480,480,7264,,,
669,184,184,7265,,,
564,185,185,7266,,,
396,724,724,7267,,,
607,156,156,7268,,,
548,124,124,7269,,,
608,74,608,7270,,,
244,601,244,7271,,,
690,424,424,7272,,,
145,751,751,7273,,,
190,483,483,7274,,,
654,40,40,7275,,,
146,513,513,7276,,,
282,659,282,7277,,,
473,540,540,7278,,,
45,633,633,7279,,,
116,460,116,7280,,,
341,321,341,7281,,,
481,59,59,7282,,,
690,167,690,7283,,,
637,195,637,7284,,,
405,581,581,7285,,,
113,291,291,7286,,,
314,2,314,7287,,,
376,135,376,7288,,,
516,215,516,7289,,,
240,459,240,7290,,,
581,468,581,7291,,,
381,644,381,7292,,,
677,449,677,7293,,,
607,357,607,7294,,,
635,616,635,7295,,,
333,491,333,7296,,,
621,550,550,7297,,,
333,258,333,7298,,,
136,585,585,7299,,,
280,352,280,7300,,,
329,491,329,7301,,,
59,431,59,7302,,,
709,101,709,7303,,,
779,91,91,7304,,,
263,456,263,7305,,,
189,289,289,7306,,,
686,538,686,7307,,,
487,667,667,7308,,,
272,658,658,7309,,,
554,732,732,7310,,,
510,252,252,7311,,,
153,36,153,7312,,,
433,198,198,7313,,,
261,787,787,7314,,,
752,735,735,7315,,,
185,331,185,7316,,,
118,756,756,7317,,,
442,512,512,7318,,,
475,470,475,7319,,,
778,780,778,7320,,,
41,376,376,7321,,,
128,391,128,7322,,,
620,349,349,7323,,,
657,464,657,7324,,,
388,720,388,7325,,,
237,176,176,7326,,,
551,720,551,7327,,,
162,290,162,7328,,,
793,791,793,7329,,,
235,223,223,7330,,,
331,732,732,7331,,,
217,3,3,7332,,,
784,7,7,7333,,,
462,304,462,7334,,,
506,641,506,7335,,,
257,135,135,7336,,,
280,80,80,7337,,,
580,223,223,7338,,,
572,457,572,7339,,,
91,456,91,7340,,,
137,679,679,7341,,,
799,496,799,7342,,,
684,19,19,7343,,,
305,372,372,7344,,,
395,580,580,7345,,,
589,560,589,7346,,,
115,257,115,7347,,,
648,145,648,7348,,,
162,569,162,7349,,,
251,535,251,7350,,,
453,760,453,7351,,,
124,136,136,7352,,,
563,41,563,7353,,,
775,430,430,7354,,,
159,347,159,7355,,,
92,331,331,7356,,,
605,650,650,7357,,,
356,337,337,7358,,,
710,765,710,7359,,,
143,211,143,7360,,,
25,648,648,7361,,,
429,502,429,7362,,,
207,224,224,7363,,,
108,254,254,7364,,,
3,568,568,7365,,,
114,335,335,7366,,,
719,557,557,7367,,,
31,728,31,7368,,,
427,481,427,7369,,,
347,227,347,7370,,,
764,323,764,7371,,,
406,8,8,7372,,,
317,289,289,7373,,,
235,248,248,7374,,,
402,165,165,7375,,,
250,238,250,7376,,,
142,791,142,7377,,,
783,640,783,7378,,,
304,500,304,7379,,,
758,449,758,7380,,,
481,361,481,7381,,,
320,731,731,7382,,,
741,198,741,7383,,,
729,253,729,7384,,,
637,652,637,7385,,,
20,435,20,7386,,,
200,436,436,7387,,,
325,47,47,7388,,,
307,565,307,7389,,,
481,722,481,7390,,,
507,434,434,7391,,,
641,732,732,7392,,,
428,601,428,7393,,,
234,307,234,7394,,,
693,351,693,7395,,,
65,109,109,7396,,,
530,122,122,7397,,,
6,611,611,7398,,,
443,397,397,7399,,,
11,504,11,7400,,,
57,634,57,7401,,,
449,349,349,7402,,,
759,732,732,7403,,,
386,303,303,7404,,,
240,290,240,7405,,,
687,668,687,7406,,,
424,30,424,7407,,,
669,513,513,7408,,,
511,337,337,7409,,,
668,794,794,7410,,,
570,160,570,7411,,,
475,194,475,7412,,,
620,360,620,7413,,,
304,593,304,7414,,,
319,563,563,7415,,,
557,11,557,7416,,,
456,521,521,7417,,,
423,560,423,7418,,,
194,49,194,7419,,,
11,538,538,7420,,,
761,470,470,7421,,,
565,17,565,7422,,,
766,620,620,7423,,,
72,770,72,7424,,,
430,632,632,7425,,,
248,74,248,7426,,,
789,335,335,7427,,,
393,544,544,7428,,,
485,378,378,7429,,,
619,543,543,7430,,,
11,598,598,7431,,,
332,197,197,7432,,,
14,333,333,7433,,,
64,334,64,7434,,,
76,330,330,7435,,,
293,27,27,7436,,,
247,185,185,7437,,,
19,700,700,7438,,,
14,420,420,7439,,,
393,96,393,7440,,,
227,730,730,7441,,,
417,631,631,7442,,,
769,140,769,7443,,,
41,579,579,7444,,,
398,785,398,7445,,,
517,739,739,7446,,,
238,603,603,7447,,,
268,597,597,7448,,,
358,276,276,7449,,,
81,6,81,7450,,,
105,210,105,7451,,,
275,386,275,7452,,,
518,553,553,7453,,,
71,9,71,7454,,,
795,208,795,7455,,,
133,449,133,7456,,,
146,581,581,7457,,,
123,49,123,7458,,,
320,104,104,7459,,,
604,125,125,7460,,,
101,582,101,7461,,,
654,189,654,7462,,,
509,184,184,7463,,,
159,287,159,7464,,,
375,133,133,7465,,,
641,561,561,7466,,,
719,546,546,7467,,,
50,570,570,7468,,,
395,473,473,7469,,,
736,89,736,7470,,,
624,361,361,7471,,,
6,317,317,7472,,,
577,507,507,7473,,,
232,277,232,7474,,,
752,390,390,7475,,,
662,482,662,7476,,,
154,592,154,7477,,,
785,703,703,7478,,,
551,404,551,7479,,,
64,744,64,7480,,,
319,741,741,7481,,,
560,781,560,7482,,,
352,567,567,7483,,,
38,668,38,7484,,,
140,278,278,7485,,,
609,190,609,7486,,,
719,235,235,7487,,,
426,154,154,7488,,,
470,525,525,7489,,,
26,629,629,7490,,,
354,648,648,7491,,,
130,333,130,7492,,,
131,241,131,7493,,,
594,339,339,7494,,,
759,303,303,7495,,,
287,293,293,7496,,,
327,176,176,7497,,,
414,137,414,7498,,,
443,763,443,7499,,,
748,712,748,7500,,,
466,492,466,7501,,,
474,535,535,7502,,,
89,537,537,7503,,,
288,775,288,7504,,,
698,443,443,7505,,,
124,154,154,7506,,,
131,418,131,7507,,,
328,283,283,7508,,,
101,157,101,7509,,,
768,136,136,7510,,,
1,54,54,7511,,,
134,505,134,7512,,,
41,91,91,7513,,,
88,770,770,7514,,,
668,546,546,7515,,,
59,357,59,7516,,,
581,584,581,7517,,,
603,784,603,7518,,,
422,367,422,7519,,,
184,324,184,7520,,,
184,568,184,7521,,,
79,129,79,7522,,,
540,428,540,7523,,,
520,498,498,7524,,,
205,70,205,7525,,,
372,554,554,7526,,,
797,478,797,7527,,,
554,533,554,7528,,,
623,489,623,7529,,,
708,143,708,7530,,,
710,630,710,7531,,,
337,515,337,7532,,,
451,768,768,7533,,,
44,292,44,7534,,,
382,795,795,7535,,,
284,296,296,7536,,,
602,315,602,7537,,,
611,425,611,7538,,,
762,652,762,7539,,,
70,351,70,7540,,,
69,547,69,7541,,,
683,86,683,7542,,,
287,478,478,7543,,,
287,432,432,7544,,,
737,360,360,7545,,,
425,458,425,7546,,,
212,95,212,7547,,,
29,408,29,7548,,,
472,180,472,7549,,,
338,757,338,7550,,,
85,335,85,7551,,,
641,119,119,7552,,,
440,15,440,7553,,,
68,774,68,7554,,,
321,59,59,7555,,,
639,721,721,7556,,,
499,125,499,7557,,,
641,730,730,7558,,,
209,26,26,7559,,,
638,110,110,7560,,,
753,678,678,7561,,,
634,138,138,7562,,,
118,261,261,7563,,,
230,711,711,7564,,,
699,48,699,7565,,,
282,698,698,7566,,,
656,723,723,7567,,,
110,254,110,7568,,,
455,444,444,7569,,,
182,261,261,7570,,,
690,778,690,7571,,,
637,143,143,7572,,,
413,44,44,7573,,,
226,300,300,7574,,,
210,660,660,7575,,,
607,627,607,7576,,,
284,609,284,7577,,,
32,472,472,7578,,,
772,148,772,7579,,,
538,533,538,7580,,,
365,678,365,7581,,,
534,689,534,7582,,,
579,495,579,7583,,,
204,26,26,7584,,,
182,526,526,7585,,,
119,340,340,7586,,,
146,465,465,7587,,,
348,586,348,7588,,,
458,783,783,7589,,,
146,778,778,7590,,,
230,774,230,7591,,,
765,313,313,7592,,,
73,371,371,7593,,,
515,9,9,7594,,,
410,202,410,7595,,,
494,537,494,7596,,,
333,537,537,7597,,,
737,151,737,7598,,,
366,528,528,7599,,,
710,147,710,7600,,,
545,692,545,7601,,,
687,268,687,7602,,,
360,412,360,7603,,,
42,780,42,7604,,,
485,416,416,7605,,,
668,48,48,7606,,,
781,471,781,7607,,,
427,94,427,7608,,,
35,61,61,7609,,,
741,334,741,7610,,,
227,84,84,7611,,,
649,13,649,7612,,,
569,484,484,7613,,,
710,269,710,7614,,,
635,234,234,7615,,,
583,714,583,7616,,,
441,229,229,7617,,,
354,761,354,7618,,,
624,646,646,7619,,,
264,4,264,7620,,,
670,758,758,7621,,,
700,357,700,7622,,,
398,35,398,7623,,,
576,235,576,7624,,,
428,704,704,7625,,,
791,79,79,7626,,,
600,662,600,7627,,,
248,683,248,7628,,,
277,431,431,7629,,,
471,165,165,7630,,,
341,230,341,7631,,,
169,627,169,7632,,,
292,79,79,7633,,,
42,259,259,7634,,,
312,460,460,7635,,,
166,478,478,7636,,,
722,587,587,7637,,,
112,522,522,7638,,,
304,389,304,7639,,,
278,748,748,7640,,,
562,453,453,7641,,,
7,56,7,7642,,,
522,531,531,7643,,,
140,758,140,7644,,,
23,198,23,7645,,,
413,383,383,7646,,,
677,751,751,7647,,,
105,397,397,7648,,,
119,125,125,7649,,,
650,622,650,7650,,,
334,497,497,7651,,,
527,401,527,7652,,,
710,798,710,7653,,,
311,252,311,7654,,,
343,171,343,7655,,,
333,275,275,7656,,,
20,494,20,7657,,,
288,524,288,7658,,,
614,455,614,7659,,,
286,642,286,7660,,,
701,766,766,7661,,,
386,640,386,7662,,,
